institute_id,logo,institute_name,credits,delivery,duration,id,modality,name,mnqf.id,mnqf.level,mnqf.title
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,2 YEARS,882,NA,DIPLOMA IN MECHANICAL ENGINEERING,5,5,DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,2 YEARS,883,NA,DIPLOMA IN ELECTRONICS ENGINEERING,5,5,DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,2 YEARS,884,NA,DIPLOMA IN ELECTRICAL ENGINEERING,5,5,DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,1 YEAR,885,NA,DIPLOMA IN ARCHITECTURE,5,5,DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,NA,1169,NA,ADVANCED DIPLOMA IN CIVIL ENGINEERING,6,6,ADVANCED DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,NA,1170,NA,ADVANCED DIPLOMA IN CONSTRUCTION MANAGEMENT,6,6,ADVANCED DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,NA,1171,NA,ADVANCED DIPLOMA IN ELECTRONIC ENGINEERING,6,6,ADVANCED DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,NA,1172,NA,ADVANCED DIPLOMA IN ELECTRICAL ENGINEERING,6,6,ADVANCED DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,NA,1173,NA,ADVANCED DIPLOMA IN MECHANICAL ENGINEERING,6,6,ADVANCED DIPLOMA
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,NA,1288,NA,BACHELOR OF ARCHITECTURAL DESIGN,7,7,BACHELOR'S DEGREE
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,3 YEARS,1289,NA,BACHELOR OF ARCHITECTURAL DESIGN (BA),7,7,BACHELOR'S DEGREE
6,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Engineering Technology,NA,NA,4 YEARS,1441,NA,BACHELOR OF CIVIL ENGINEERING (HONOURS),8,7,BACHELOR'S DEGREE WITH HONOURS
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,3,NA,CERTIFICATE I IN COUNSELING,1,1,CERTIFICATE I
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,208,NA,CERTIFICATE II IN EMERGENCY MEDICAL TREATMENT,2,2,CERTIFICATE II
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,209,NA,CERTIFICATE II IN HUMAN NUTRITION,2,2,CERTIFICATE II
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,353,NA,CERTIFICATE III IN PHARMACY,3,3,CERTIFICATE III
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,354,NA,CERTIFICATE III IN SOCIAL SERVICE WORK,3,3,CERTIFICATE III
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,718,NA,ADVANCED CERTIFICATE IN COUNSELING,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,719,NA,ADVANCED CERTIFICATE IN FAMILY HEALTH,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,720,NA,ADVANCED CERTIFICATE IN MIDWIFERY,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,721,NA,ADVANCED CERTIFICATE IN NURSING,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,722,NA,ADVANCED CERTIFICATE IN PHARMACY,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,723,NA,ADVANCED CERTIFICATE IN PRIMARY HEALTH CARE,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,724,NA,ADVANCED CERTIFICATE IN SOCIAL SERVICE WORK,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,725,NA,ADVANCED CERTIFICATE IN TRADITIONAL AND COMPLEMENTARY MEDICINE,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,1 YEAR,726,NA,ADVANCE CERTIFICATE IN PRIMARY HEALTH CARE,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,1 YEAR,727,NA,ADVANCE CERTIFICATE IN NURSING,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,1 YEAR,728,NA,ADVANCED CERTIFICATE IN PHARMACY,4,4,CERTIFICATE IV
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,910,NA,DIPLOMA IN MIDWIFERY,5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,911,NA,DIPLOMA IN NURSING,5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,912,NA,DIPLOMA IN NURSING (CONVERSION),5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,913,NA,DIPLOMA IN PHARMACY,5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,914,NA,DIPLOMA IN PRIMARY HEALTH CARE (CONVERSION 2),5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,2 YEARS,915,NA,DIPLOMA IN PRIMARY HEALTH CARE,5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,2 YEARS,916,NA,DIPLOMA IN NURSING,5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,1 YEAR,917,NA,DIPLOMA IN NURSING (CONVERSION),5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,2 YEAR,918,NA,DIPLOMA IN COUNSELING,5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,84 WEEKS,1190,NA,ADVANCED DIPLOMA IN CRITICAL CARE NURSING,6,6,ADVANCED DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,240,NA,2 YEARS,1191,FACE-TO-FACE,ADVANCED DIPLOMA IN SOCIAL WORK,6,6,ADVANCED DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,1309,NA,BACHELOR OF HEALTH SERVICES MANAGEMENT,7,7,BACHELOR'S DEGREE
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,NA,1310,NA,BACHELOR OF NURSING (CONVERSION),7,7,BACHELOR'S DEGREE
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,4 YEARS,1311,NA,BACHELOR IN PRIMARY HEALTH CARE,7,7,BACHELOR'S DEGREE
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,4 YEARS,1312,NA,BACHELOR OF NURSING,7,7,BACHELOR'S DEGREE
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,360,NA,3 YEARS,1313,FACE-TO-FACE,BACHELOR OF SOCIAL WORK,7,7,BACHELOR'S DEGREE
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,480,Full-Time,4 YEARS,1423,FACE-TO-FACE,BACHELOR OF MEDICAL LABORATORY SCIENCE,7,7,BACHELOR'S DEGREE
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,1 YEAR,1477,NA,POSTGRADUATE DIPLOMA IN PUBLIC HEALTH,9,8,POSTGRADUATE DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,1 YEAR,1564,NA,POSTGRADUATE DIPLOMA IN PUBLIC HEALTH,14,8,POSTGRADUATE DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,2 YEARS,1588,NA,MASTER OF NURSING,16,9,MASTER'S DEGREE
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,NA,NA,2 YEARS,1589,NA,MASTER IN PUBLIC HEALTH,16,9,MASTER'S DEGREE
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,241,FULL-TIME,2 YEARS,1801,FACE-TO-FACE,DIPLOMA IN MEDICAL LABORATORY TECHNOLOGY,5,5,DIPLOMA
7,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Health Sciences,360,FULL-TIME / PART-TIME,3 YEARS / 6 YEARS,1810,FACE-TO-FACE,BACHELOR OF COUNSELLING,7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,210,NA,CERTIFICATE II IN ACCOMODATION OPERATIONS,2,2,CERTIFICATE II
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,211,NA,CERTIFICATE II IN FOOD AND DRINKS SERVICE,2,2,CERTIFICATE II
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,212,NA,CERTIFICATE II IN FOOD PREPARATION,2,2,CERTIFICATE II
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,213,NA,CERTIFICATE II IN FRONT OFFICE OPERATIONS,2,2,CERTIFICATE II
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,214,NA,CERTIFICATE II IN PASTRY AND BAKERY,2,2,CERTIFICATE II
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,355,NA,CERTIFCATE III IN ACCOMODATION OPERATIONS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,356,NA,CERTIFICATE III IN FOOD AND DRINK SERVICES,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,357,NA,CERTIFICATE III IN FRONT OFFICE OPERATIONS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,358,NA,CERTIFICATE III IN PASTRY AND BAKERY,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,15 WEEKS,359,NA,CERTIFICATE III IN CULINARY ARTS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,15 WEEKS,360,NA,CERTIFICATE III IN FRONT OFFICE OPERATIONS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,15 WEEKS,361,NA,CERTIFICATE III IN FOOD AND BEVERAGE OPERATIONS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,15 WEEKS,362,NA,CERTIFICATE III IN HOUSEKEEPING,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,6 MONTHS,363,NA,SHIPS COOK CERTIFICATE III,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,6 MONTHS,364,NA,CERTIFICATE III IN TOUR GUIDING,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,6 MONTHS,365,NA,CERTIFICATE III IN FRONT OFFICE OPERATIONS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,6 MONTHS,366,NA,CERTIFICATE III FOOD AND BEVERAGE OPERATIONS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,6 MONTHS,367,NA,CERTIFICATE III IN HOUSEKEEPING OPERATIONS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,6 MONTHS,368,NA,CERTIFICATE III IN CULINARY ARTS,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,6 MONTHS,369,NA,CERTIFICATE III IN PATISSERIE,3,3,CERTIFICATE III
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,729,NA,ADVANCED CERTIFICATE IN COMMERCIAL COOKERY,4,4,CERTIFICATE IV
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,1 YEAR,730,NA,ADVANCE CERTIFICATE IN HOSPITALITY AND TOURISM,4,4,CERTIFICATE IV
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,919,NA,BTEC NATIONAL DIPLOMA IN HOSPITALITY,5,5,DIPLOMA
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,920,NA,BTEC NATIONAL DIPLOMA IN HOTEL CATERING AND INSTITUTIONAL OPERATIONS,5,5,DIPLOMA
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,NA,921,NA,NATIONAL DIPLOMA IN TRAVEL AND TOURISM,5,5,DIPLOMA
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,60 WEEKS,922,NA,BTEC NATIONAL DIPLOMA IN TRAVEL AND TOURISM,5,5,DIPLOMA
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,2 YEARS,923,NA,DIPLOMA IN TOURISM MANAGEMENT,5,5,DIPLOMA
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,2 YEARS,924,NA,DIPLOMA IN HOSPITALITY MANAGEMENT,5,5,DIPLOMA
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,2 YEARS,1192,NA,HIGHER DIPLOMA IN TOURISM MANAGEMENT,6,6,ADVANCED DIPLOMA
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,2 YEARS,1193,NA,HIGHER DIPLOMA IN HOSPITALITY MANAGEMENT,6,6,ADVANCED DIPLOMA
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1314,NA,BACHELOR OF SCIENCE IN CULINARY ARTS MANAGEMENT,7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1315,NA,BACHELOR OF SCIENCE IN RESTAURANT MANAGEMENT,7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1316,NA,BACHELOR OF SCIENCE IN HOTEL AND RESORT MANAGEMENT,7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1317,NA,BACHELOR OF BUSINESS IN TOURISM MANAGEMENT,7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1318,NA,BACHELOR OF HOSPITALITY MANAGEMENT (OPERATIONS),7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1319,NA,BACHELOR OF HOSPITALITY MANAGEMENT (CULINARY ARTS AND FOOD SERVICE),7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1320,NA,BACHELOR OF HOSPITALITY MANAGEMENT (HUMAN RESOURCE),7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1321,NA,BACHELOR OF HOSPITALITY MANAGEMENT (STRATEGY INNOVATION AND ENTREPRENEURSHIP),7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1322,NA,BACHELOR OF TOURISM MANAGEMENT (STRATEGY INNOVATION AND ENTREPRENEURSHIP),7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1323,NA,BACHELOR OF TOURISM MANAGEMENT (MARKETING),7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1324,NA,BACHELOR OF TOURISM MANAGEMENT (EVENTS),7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1325,NA,BACHELOR OF INTERNATIONAL HOSPITALITY AND MANAGEMENT ,7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,NA,NA,3 YEARS,1326,NA,BACHELOR OF INTERNATIONAL TOURISM MANAGEMENT ,7,7,BACHELOR'S DEGREE
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,122,FULL-TIME,1 YEAR,1805,FACE-TO-FACE,CERTIFICATE IV IN CULINARY ARTS,4,4,CERTIFICATE IV
8,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Hospitality and Tourism Studies,240,FULL-TIME,2 YEARS,1806,FACE-TO-FACE,MASTERS IN HOSPITALITY AND TOURISM MANAGEMENT,16,9,MASTER'S DEGREE
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,6 MONTHS,352,NA,CERTIFICATE 3 IN ARABIC LANGUAGE,3,3,CERTIFICATE III
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,1 YEAR,711,NA,ADVANCED CERTIFICATE IN ISLAMIC STUDIES,4,4,CERTIFICATE IV
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,2 YEARS,887,NA,DIPLOMA IN TEACHING ISLAM,5,5,DIPLOMA
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,2 YEARS,888,NA,DIPLOMA IN TEACHING ISLAM,5,5,DIPLOMA
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,Full-Time,2 YEARS,1157,FACE TO FACE,DIPLOMA IN ARABIC LANGUAGE,5,5,DIPLOMA
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,4 YEARS,1290,NA,BACHELOR OF ISLAMIC STUDIES,7,7,BACHELOR'S DEGREE
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,360,NA,3 YEARS,1422,FACE-TO-FACE,BACHELOR OF TEACHING ISLAM,7,7,BACHELOR'S DEGREE
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,NA,1442,NA,ISLAM MUDHARRIS DEGREE (HONOURS),8,7,BACHELOR'S DEGREE WITH HONOURS
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,4 YEARS,1443,NA,BACHELOR OF ISLAMIC STUDIES (HONS),8,7,BACHELOR'S DEGREE WITH HONOURS
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,4 YEARS,1444,NA,BACHELOR OF TEACHING ISLAM (HONS),8,7,BACHELOR'S DEGREE WITH HONOURS
3,/static/uploads/MNU-LOGO_2018-06-30T18-04-28.png,MALDIVES NATIONAL UNIVERSITY - Faculty of Islamic Studies,NA,NA,4 YEARS,1445,NA,BACHELOR OF TEACHING ISLAM (HONS),8,7,BACHELOR'S DEGREE WITH HONOURS
